60,0,60,475
353,0,353,475
57,0,57,475
65,0,65,475
0,0,0,0
357,0,357,475
351,0,351,475
53,0,53,475
363,0,363,475
51,0,51,475
358,0,358,475
55,0,55,475
360,0,360,475
364,0,364,475
352,0,352,475
63,0,63,475
412,0,412,475
50,0,50,475
348,0,348,475
354,0,354,475
355,0,355,475
365,0,365,475
356,0,356,475
59,0,59,475
47,0,47,475
49,0,49,475
361,0,361,475
1,0,1,475
58,0,58,475
62,0,62,475
54,0,54,475
60,0,60,475
56,0,56,475
346,0,346,475
66,0,66,475
52,0,52,475
350,0,350,475
359,0,359,475
366,0,366,475
349,0,349,475
48,0,48,475
64,0,64,475
67,0,67,475
347,0,347,475
362,0,362,475
367,0,367,475
368,0,368,475
68,0,68,475
70,0,70,475
46,0,46,475
71,0,71,475
69,0,69,475
369,0,369,475
304,0,304,475
141,0,110,475
306,0,306,475
72,0,72,475
370,0,370,475
345,0,345,475
0,1,413,1
73,0,73,475
109,0,261,475
148,0,148,475
0,0,0,0
300,0,161,475
45,0,45,475
172,0,172,475
171,0,171,475
168,0,168,475
136,0,124,475
305,0,305,475
75,0,75,475
146,0,146,475
0,446,413,446
280,0,280,475
307,0,307,475
76,0,76,475
344,0,344,475
170,0,170,475
104,0,258,475
112,0,313,475
0,455,413,455
165,0,165,475
149,0,149,475
0,453,413,453
281,0,281,475
0,454,413,454
0,451,413,451
0,18,413,18
129,0,129,475
105,0,281,475
0,2,413,2
0,446,413,438
301,0,301,475
145,0,145,475
0,457,413,457
201,0,253,475
0,452,413,452
0,459,413,459
0,450,413,450
0,24,413,24
0,20,413,20
143,0,143,475
236,0,213,475
0,19,413,19
0,22,413,22
249,0,249,475
0,447,413,447
0,21,413,21
0,458,413,458
0,456,413,456
0,448,413,448
0,25,413,25
0,449,413,449
0,17,413,17
74,0,74,475
0,23,413,23
0,28,413,28
0,26,413,26
145,0,252,475
0,439,413,439
186,0,253,475
79,0,79,475
0,27,413,27
0,383,383,0
0,445,413,445
298,0,312,475
77,0,77,475
162,0,176,475
343,0,343,475
131,0,131,475
0,30,413,30
147,0,147,475
144,0,144,475
312,0,304,475
0,29,413,29
122,0,185,475
339,0,127,475
0,173,413,70
230,0,69,475
282,0,282,475
141,0,122,475
297,0,167,475
302,0,302,475
279,0,279,475
336,0,157,475
0,460,413,460
307,0,296,475
141,0,124,475
299,0,299,475
270,0,168,475
219,0,219,475
127,0,127,475
139,0,253,475
78,0,78,475
0,438,413,438
354,0,83,475
142,0,142,475
0,391,391,0
271,0,171,475
270,0,172,475
345,0,128,475
0,170,413,69
143,0,126,475
0,1,413,1
237,0,61,475
315,0,161,475
202,0,308,475
0,437,413,437
146,0,66,475
348,0,84,475
128,0,128,475
154,0,307,475
220,0,70,475
283,0,283,475
0,31,413,31
141,0,77,475
300,0,300,475
0,171,413,63
0,33,413,33
345,0,83,475
0,171,413,68
0,436,413,436
208,0,154,475
0,170,413,74
277,0,277,475
149,0,74,475
278,0,278,475
336,0,345,475
218,0,253,475
0,436,413,444
144,0,126,475
166,0,166,475
332,0,157,475
0,444,413,444
313,0,305,475
169,0,169,475
269,0,158,475
146,0,247,475
167,0,167,475
289,0,148,475
173,0,173,475
0,16,413,16
148,0,59,475
150,0,150,475
163,0,163,475
308,0,162,475
308,0,308,475
150,0,166,475
0,15,413,15
149,0,310,475
164,0,164,475
285,0,285,475
247,0,247,475
0,172,413,79
0,175,413,57
278,0,155,475
142,0,78,475
139,0,245,475
341,0,341,475
243,0,55,475
140,0,75,475
0,175,413,76
327,0,157,475
245,0,245,475
366,0,370,475
0,32,413,32
124,0,259,475
65,0,72,475
346,0,126,475
0,173,413,55
245,0,245,475
247,0,54,475
275,0,156,475
0,174,413,57
0,444,413,386
0,176,413,41
246,0,53,475
297,0,297,475
339,0,273,475
344,0,125,475
342,0,342,475
0,34,413,34
291,0,150,475
298,0,298,475
44,0,44,475
0,438,413,390
223,0,249,475
284,0,284,475
0,176,413,47
347,0,155,475
0,347,413,347
0,174,413,78
341,0,156,475
142,0,66,475
0,433,413,393
0,348,413,348
68,0,68,475
0,429,413,391
174,0,174,475
121,0,267,475
0,435,413,435
340,0,137,475
0,173,413,59
0,430,413,394
339,0,121,475
241,0,241,475
141,0,76,475
0,175,413,77
0,443,413,443
219,0,253,475
0,428,413,393
0,450,413,384
344,0,344,475
196,0,252,475
304,0,162,475
352,0,118,475
165,0,171,475
0,168,413,67
340,0,86,475
0,443,413,437
0,179,413,68
175,0,175,475
