0,57,700,57
0,41,700,41
0,32,700,32
0,69,700,69
0,25,700,25
0,50,700,50
0,67,700,67
674,0,660,933
27,0,27,933
633,0,633,933
692,0,658,933
0,100,700,100
619,0,619,933
0,22,651,0
650,0,650,933
0,33,700,41
627,0,651,933
0,39,700,39
682,0,633,933
699,0,651,933
674,0,674,933
0,101,700,101
695,0,659,933
627,0,643,933
626,0,642,933
700,114,655,933
624,0,687,933
170,0,170,933
632,0,632,933
700,167,655,933
647,0,647,933
644,0,644,933
685,0,623,933
0,27,700,37
30,0,30,933
625,0,625,933
645,0,645,933
81,0,111,933
0,58,700,58
643,0,615,933
647,0,616,933
693,0,642,933
174,0,174,933
67,0,114,933
184,0,184,933
608,0,595,933
27,0,27,933
684,0,666,933
666,0,666,933
628,0,681,933
610,0,593,933
30,0,30,933
592,0,592,933
700,45,655,933
0,14,700,40
656,0,643,933
33,0,33,933
700,265,608,933
73,0,112,933
0,72,700,72
700,274,607,933
648,0,661,933
683,0,664,933
634,0,634,933
0,26,700,26
601,0,601,933
0,105,700,95
76,0,141,933
0,13,700,26
653,0,679,933
0,931,700,931
684,0,684,933
683,0,632,933
32,0,32,933
0,67,700,42
697,0,677,933
0,66,700,66
63,0,143,933
0,24,700,24
26,0,26,933
0,65,700,24
700,33,665,933
0,37,700,47
0,5,700,5
665,0,683,933
0,13,700,13
25,0,25,933
0,12,700,12
68,0,153,933
170,0,170,933
0,929,700,929
0,15,630,0
71,0,134,933
185,0,185,933
84,0,84,933
652,0,677,933
0,928,700,928
65,0,144,933
60,0,159,933
4,0,4,933
668,0,680,933
78,0,133,933
691,0,676,933
3,0,3,933
0,736,700,36
71,0,147,933
76,0,132,933
642,0,624,933
91,0,111,933
68,0,152,933
0,930,700,930
700,313,613,933
6,0,6,933
98,0,119,933
65,0,131,933
69,0,153,933
0,73,700,37
665,0,665,933
0,63,700,63
637,0,603,933
666,0,649,933
63,0,63,933
0,9,700,9
2,0,2,933
172,0,172,933
0,12,700,26
0,22,700,22
700,214,605,933
95,0,132,933
0,932,700,932
5,0,5,933
605,0,605,933
59,0,142,933
61,0,113,933
668,0,690,933
88,0,118,933
0,927,700,927
34,0,34,933
78,0,145,933
178,0,123,933
0,67,700,42
177,0,131,933
168,0,168,933
167,0,167,933
0,20,598,0
0,400,533,933
1,0,1,933
169,0,169,933
672,0,654,933
80,0,110,933
591,0,591,933
66,0,152,933
0,36,700,64
0,17,700,31
650,0,650,933
0,80,700,31
0,918,700,918
0,916,700,916
0,104,700,96
166,0,166,933
0,21,700,721
0,926,700,926
0,32,174,933
183,0,183,933
92,0,151,933
85,0,85,933
604,0,589,933
0,917,700,917
0,932,700,932
571,0,650,933
643,0,643,933
0,61,700,61
572,0,660,933
0,915,700,915
186,0,186,933
60,0,174,933
0,923,700,923
165,0,165,933
571,0,644,933
0,922,700,922
0,58,700,58
600,0,600,933
0,920,700,920
75,0,151,933
0,924,700,924
0,89,700,38
0,925,700,925
0,77,700,40
95,0,75,933
0,921,700,921
0,919,700,919
173,0,173,933
0,112,700,717
0,4,700,4
0,101,700,95
0,352,338,933
0,914,700,914
172,0,172,933
0,358,342,933
96,0,83,933
105,0,74,933
