599,0,599,933
181,0,181,933
180,0,180,933
178,0,178,933
602,0,602,933
179,0,179,933
600,0,600,933
182,0,182,933
598,0,598,933
176,0,176,933
175,0,175,933
601,0,601,933
177,0,177,933
596,0,596,933
597,0,597,933
603,0,603,933
604,0,604,933
595,0,595,933
173,0,173,933
174,0,174,933
0,81,700,81
672,0,672,933
605,0,605,933
609,0,593,933
0,79,700,79
0,94,700,94
606,0,606,933
0,83,700,83
0,80,700,80
0,95,700,95
0,84,700,84
0,96,700,96
670,0,670,933
0,88,700,88
0,78,700,78
0,93,700,93
0,12,700,12
0,82,700,82
0,87,700,87
0,91,700,91
680,0,680,933
671,0,671,933
0,20,700,20
0,77,700,77
0,86,700,86
607,0,607,933
669,0,669,933
0,75,700,75
668,0,668,933
172,0,172,933
673,0,673,933
662,0,662,933
0,24,700,44
681,0,648,933
688,0,642,933
626,0,626,933
643,0,643,933
583,0,601,933
594,0,594,933
655,0,655,933
183,0,183,933
0,89,700,89
663,0,663,933
646,0,646,933
642,0,642,933
0,92,700,92
0,76,700,76
653,0,653,933
0,85,700,85
659,0,659,933
657,0,657,933
676,0,676,933
593,0,593,933
685,0,650,933
660,0,660,933
681,0,681,933
610,0,592,933
622,0,652,933
650,0,650,933
622,0,622,933
653,0,653,933
604,0,593,933
683,0,649,933
648,0,648,933
649,0,649,933
618,0,618,933
0,90,700,90
0,97,700,97
629,0,644,933
0,23,700,23
652,0,652,933
658,0,658,933
661,0,661,933
664,0,664,933
683,0,683,933
0,45,700,45
667,0,667,933
0,22,700,22
0,99,700,99
0,16,700,16
0,9,700,50
624,0,624,933
696,0,663,933
0,20,700,55
682,0,682,933
0,21,700,21
0,73,700,73
605,0,590,933
0,53,700,53
620,0,620,933
0,47,700,47
635,0,635,933
608,0,608,933
0,64,700,64
610,0,610,933
0,11,700,11
0,63,700,63
0,60,700,60
604,0,591,933
0,19,700,19
0,18,700,18
627,0,627,933
609,0,609,933
0,25,700,45
0,48,700,48
700,138,649,933
0,62,700,62
700,101,615,933
0,72,700,72
0,54,700,54
623,0,623,933
0,15,700,15
0,49,700,49
0,74,700,74
0,56,700,56
0,51,700,51
656,0,656,933
0,8,700,49
0,17,700,17
621,0,621,933
0,52,700,52
0,14,700,14
0,15,700,2
0,55,700,55
0,59,700,59
0,71,700,71
0,24,700,24
0,98,700,98
0,46,700,46
0,7,700,7
0,61,700,61
0,35,700,45
0,6,700,6
0,9,700,9
0,40,700,40
0,8,700,8
619,0,660,933
692,0,661,933
29,0,29,933
0,13,700,33
625,0,638,933
173,0,173,933
0,65,700,65
700,153,654,933
700,103,646,933
171,0,171,933
700,69,646,933
0,31,700,31
0,34,700,44
646,0,658,933
0,19,700,0
0,10,700,10
0,70,700,70
